node,x,y,latitude,longitude
10171653,444340,4399326.5,39.7420214,-123.649624
10176691,445237,4399325.5,39.7420705,-123.639155
10233965,444537,4399311.5,39.7418991,-123.647323
10262931,444516,4399304.5,39.7418347,-123.647568
10274652,443814,4399301.5,39.7417617,-123.65576
10299720,444036,4399295.5,39.7417222,-123.653169
10302393,446709,4399295.5,39.7418936,-123.621973
10389293,446648,4399274.5,39.7417006,-123.622684
10406898,443548,4399269.5,39.7414558,-123.658862
10449202,444442,4399259.5,39.7414245,-123.648427
10568457,443608,4399230.5,39.7411084,-123.658158
10575129,446139,4399229.5,39.7412631,-123.62862
10578223,445092,4399228.5,39.7411873,-123.640839
10633644,446680,4399215.5,39.741171,-123.622305
10648398,444870,4399211.5,39.7410198,-123.643428
10648606,445078,4399211.5,39.7410332,-123.641001
10662799,446848,4399208.5,39.7411184,-123.620344
10668087,443854,4399206.5,39.7409084,-123.655285
10680645,443989,4399203.5,39.7408903,-123.653709
10695733,446654,4399200.5,39.7410342,-123.622607
10698356,445136,4399199.5,39.7409288,-123.640323
10753179,446126,4399186.5,39.7408749,-123.628768
10803481,446736,4399174.5,39.7408051,-123.621648
10818696,445387,4399170.5,39.7406837,-123.637391
10887751,444045,4399153.5,39.7404435,-123.653052
10910078,445667,4399148.5,39.7405034,-123.634122
10916761,444068,4399146.5,39.7403819,-123.652783
10937056,443658,4399141.5,39.7403099,-123.657567
10938709,445311,4399141.5,39.7404175,-123.638276
10963768,445524,4399135.5,39.7403771,-123.63579
10975187,444520,4399132.5,39.7402853,-123.647506
10987027,443937,4399129.5,39.7402201,-123.65431
10989638,446548,4399129.5,39.7403879,-123.623839
11000826,445313,4399126.5,39.7402825,-123.638251
11031679,443038,4399118.5,39.7400614,-123.664801
11057267,443780,4399112.5,39.7400566,-123.656141
11064256,446628,4399111.5,39.7402307,-123.622904
11077334,443142,4399107.5,39.7399693,-123.663586
11137284,445118,4399093.5,39.7399727,-123.640524
11139194,447028,4399093.5,39.7400935,-123.618234
11147125,446677,4399091.5,39.7400536,-123.62233
11148921,444332,4399090.5,39.7398947,-123.649697
11165276,444123,4399086.5,39.7398449,-123.652136
11207011,444448,4399076.5,39.7397761,-123.648342
11214753,443908,4399074.5,39.7397227,-123.654644
11215069,444224,4399074.5,39.7397434,-123.650956
11232805,445396,4399070.5,39.7397833,-123.637278
11233875,446466,4399070.5,39.7398512,-123.624791
11233880,446471,4399070.5,39.7398515,-123.624733
11236064,444514,4399069.5,39.7397173,-123.647571
11338890,443815,4399044.5,39.7394463,-123.655726
11345832,446616,4399043.5,39.7396173,-123.623038
11348743,445386,4399042.5,39.7395304,-123.637392
11374570,446367,4399036.5,39.7395386,-123.625944
11380851,444366,4399034.5,39.7393923,-123.649295
11386131,445505,4399033.5,39.7394569,-123.636003
11388472,443705,4399032.5,39.7393309,-123.657009
11432519,446342,4399022.5,39.7394109,-123.626234
11433894,443576,4399021.5,39.7392233,-123.658514
11534634,444932,4398997.5,39.7390957,-123.642687
11585624,446230,4398985.5,39.7390705,-123.627538
11596135,444318,4398982.5,39.7389207,-123.649851
11598048,446231,4398982.5,39.7390435,-123.627526
11610837,446597,4398979.5,39.7390395,-123.623255
11625393,444589,4398975.5,39.7388753,-123.646688
11630391,445446,4398974.5,39.7389216,-123.636687
11641610,444242,4398971.5,39.7388166,-123.650737
11647661,446152,4398970.5,39.7389304,-123.628447
11666990,444776,4398965.5,39.7387973,-123.644505
11714678,446913,4398954.5,39.738834,-123.619565
11736498,443887,4398948.5,39.7385861,-123.654878
11740945,444193,4398947.5,39.7385972,-123.651307
11763749,446292,4398942.5,39.738687,-123.626811
11766525,444927,4398941.5,39.7385909,-123.642741
11791579,445135,4398935.5,39.7385502,-123.640313
11803075,444208,4398932.5,39.738463,-123.651131
11814218,447069,4398930.5,39.7386275,-123.617743
11870758,445635,4398916.5,39.7384111,-123.634476
11895074,445105,4398910.5,39.7383231,-123.640661
11910038,443505,4398906.5,39.7381825,-123.659332
11910185,443652,4398906.5,39.7381922,-123.657617
11922695,443739,4398903.5,39.7381709,-123.656601
11931791,444553,4398901.5,39.7382062,-123.647102
11949022,445220,4398897.5,39.7382133,-123.639318
11985361,444290,4398888.5,39.738072,-123.65017
11988671,443459,4398887.5,39.7380082,-123.659868
11991545,446333,4398887.5,39.738194,-123.626328
11994081,444728,4398886.5,39.7380825,-123.645058
12050833,443506,4398872.5,39.7378762,-123.659318
12124781,447057,4398855.5,39.737951,-123.617877
12159812,444819,4398846.5,39.737728,-123.643993
12163472,444338,4398845.5,39.7376877,-123.649606
12180529,444831,4398841.5,39.7376837,-123.643853
12182895,443056,4398840.5,39.737558,-123.664566
12193045,444924,4398838.5,39.7376627,-123.642767
12194689,446568,4398838.5,39.7377673,-123.623582
12271396,444596,4398819.5,39.7374702,-123.646593
12274173,443232,4398818.5,39.7373715,-123.662511
12295704,444058,4398813.5,39.737381,-123.652871
12302494,446707,4398812.5,39.7375418,-123.621958
12323191,446699,4398807.5,39.7374962,-123.62205
12351790,446311,4398800.5,39.7374088,-123.626578
12372850,446666,4398795.5,39.737386,-123.622435
12385175,446568,4398792.5,39.7373529,-123.623578
12403701,444389,4398787.5,39.7371685,-123.649006
12411980,444386,4398785.5,39.7371502,-123.649041
12412251,444657,4398785.5,39.7371679,-123.645878
12420257,444381,4398783.5,39.7371319,-123.649099
12424411,444394,4398782.5,39.7371237,-123.648947
12435967,443527,4398779.5,39.7370397,-123.659065
12445999,445277,4398777.5,39.7371358,-123.638643
12481956,443965,4398768.5,39.7369695,-123.653952
12511965,444987,4398761.5,39.736973,-123.642025
12537412,445588,4398755.5,39.7369575,-123.635011
12545520,445414,4398753.5,39.7369284,-123.637042
12577522,444288,4398745.5,39.7367835,-123.650181
12586615,445099,4398743.5,39.7368181,-123.640717
12590422,444765,4398742.5,39.7367875,-123.644614
12631949,444882,4398732.5,39.7367049,-123.643248
12649998,446367,4398728.5,39.7367636,-123.625918
12657159,445246,4398726.5,39.7366743,-123.639
12734996,444404,4398707.5,39.7364487,-123.648824
12738412,443679,4398706.5,39.7363921,-123.657285
12757956,446659,4398702.5,39.7365477,-123.622509
12769303,445583,4398699.5,39.7364527,-123.635065
12775759,443757,4398697.5,39.7363161,-123.656374
12783598,443314,4398695.5,39.7362688,-123.661543
12796371,443664,4398692.5,39.7362649,-123.657459
12820616,443063,4398686.5,39.7361709,-123.664471
12838470,444353,4398682.5,39.7362201,-123.649417
12838634,444517,4398682.5,39.7362308,-123.647504
12840910,446793,4398682.5,39.7363759,-123.620943
12887382,443573,4398670.5,39.7360607,-123.658519
12932011,446792,4398660.5,39.7361776,-123.620953
13011901,443862,4398640.5,39.7358095,-123.655144
13023796,443334,4398637.5,39.7357475,-123.661305
13035684,446940,4398635.5,39.7359616,-123.619224
13085615,443038,4398622.5,39.7355927,-123.664758
13133588,445460,4398611.5,39.735652,-123.636493
13147372,446821,4398608.5,39.7357109,-123.620611
13151516,446824,4398607.5,39.7357021,-123.620576
13172401,447004,4398602.5,39.7356683,-123.618475
13213531,446724,4398592.5,39.7355607,-123.621741
13239372,443578,4398585.5,39.7352952,-123.658453
13265382,444742,4398579.5,39.7353174,-123.644869
13282613,445409,4398575.5,39.7353243,-123.637085
13331309,444413,4398563.5,39.7351519,-123.648707
13346118,446799,4398560.5,39.7352771,-123.620864
13359529,443646,4398556.5,39.7350384,-123.657657
13478716,446885,4398528.5,39.7349941,-123.619857
13562492,443700,4398507.5,39.7346005,-123.657023
13585671,446174,4398502.5,39.7347153,-123.628152
13590181,446543,4398501.5,39.7347295,-123.623846
13602494,446433,4398498.5,39.7346956,-123.62513
13627928,447021,4398492.5,39.7346783,-123.618267
13652913,443019,4398485.5,39.7343571,-123.664967
13654093,444199,4398485.5,39.7344351,-123.651198
13688705,445683,4398477.5,39.7344589,-123.63388
13751480,446343,4398462.5,39.7343656,-123.626177
13757558,444139,4398460.5,39.734206,-123.651896
13761238,443678,4398459.5,39.7341666,-123.657275
13788866,446460,4398453.5,39.7342918,-123.624811
13851580,447059,4398438.5,39.7341941,-123.61782
13855539,446877,4398437.5,39.7341738,-123.619943
13875733,446366,4398432.5,39.7340967,-123.625906
13925920,446861,4398420.5,39.7340196,-123.620129
13932499,445158,4398418.5,39.7338937,-123.640001
13975019,446268,4398408.5,39.7338743,-123.627048
13975476,446725,4398408.5,39.733903,-123.621715
13993297,443841,4398403.5,39.7336728,-123.655368
14000145,446548,4398402.5,39.7338379,-123.62378
14000404,446807,4398402.5,39.7338541,-123.620757
14001420,443682,4398401.5,39.7336443,-123.657224
14022126,443683,4398396.5,39.7335993,-123.657211
14034665,443799,4398393.5,39.73358,-123.655858
14265653,447032,4398338.5,39.7332914,-123.618127
14265803,443041,4398337.5,39.7330251,-123.664698
14312013,443700,4398326.5,39.7329698,-123.657007
14319191,446737,4398325.5,39.7331559,-123.621568
14329341,444464,4398322.5,39.7329839,-123.648092
14356929,443065,4398315.5,39.7328285,-123.664416
14382145,443435,4398309.5,39.7327991,-123.660098
14428348,444087,4398298.5,39.732743,-123.652489
14488795,446560,4398284.5,39.7327755,-123.62363
14501921,443122,4398280.5,39.732517,-123.663748
14509747,446807,4398279.5,39.7327459,-123.620747
14518225,447003,4398277.5,39.73274,-123.61846
14538969,447042,4398272.5,39.7326974,-123.618005
14577178,443841,4398262.5,39.7324025,-123.655356
14591913,446153,4398259.5,39.7325246,-123.628377
14599497,445455,4398257.5,39.7324622,-123.636522
14600241,446199,4398257.5,39.7325095,-123.62784
14676448,443727,4398238.5,39.7321787,-123.656685
14686187,445184,4398236.5,39.7322556,-123.639683
14710136,444287,4398230.5,39.7321434,-123.650149
14798908,446098,4398209.5,39.7320707,-123.629015
14806172,445080,4398207.5,39.7319877,-123.640894
14815790,446416,4398205.5,39.7320547,-123.625304
14836079,446000,4398200.5,39.7319834,-123.630158
14881575,445945,4398189.5,39.7318808,-123.630799
14894681,446628,4398186.5,39.7318968,-123.622829
14915980,443081,4398180.5,39.7316133,-123.664218
14921160,444120,4398179.5,39.731673,-123.652094
14977986,447113,4398166.5,39.7317468,-123.617168
14999227,443508,4398160.5,39.7314615,-123.659233
15036960,443972,4398151.5,39.731411,-123.653818
15103203,443959,4398135.5,39.731266,-123.653969
15135997,443625,4398127.5,39.7311719,-123.657865
15173531,443890,4398118.5,39.7311083,-123.654772
15176874,443092,4398117.5,39.7310464,-123.664084
15202610,443982,4398111.5,39.7310513,-123.653698
15219241,444049,4398107.5,39.7310197,-123.652916
15389205,444232,4398066.5,39.7306622,-123.650777
15417553,443593,4398059.5,39.7305571,-123.658233
15445313,446507,4398053.5,39.7306909,-123.62423
15503240,446460,4398039.5,39.7305618,-123.624777
15533299,443391,4398031.5,39.7302915,-123.660587
15598186,446163,4398016.5,39.7303359,-123.628241
15619841,447113,4398011.5,39.7303503,-123.617155
15623222,446353,4398010.5,39.7302938,-123.626023
15623896,447027,4398010.5,39.730336,-123.618159
15629108,443957,4398008.5,39.7301217,-123.653981
15662030,443751,4398000.5,39.730036,-123.656384
15686698,443573,4397994.5,39.7299702,-123.658461
15731101,446566,4397984.5,39.7300729,-123.623536
15736885,444068,4397982.5,39.7298947,-123.652684
15742173,445215,4397981.5,39.7299602,-123.6393
15751848,446608,4397979.5,39.7300305,-123.623045
15805864,446791,4397966.5,39.7299248,-123.620909
15847284,446801,4397956.5,39.7298354,-123.620791
15864041,446994,4397952.5,39.7298113,-123.618539
15875741,446271,4397949.5,39.7297391,-123.626975
15877699,444088,4397948.5,39.7295897,-123.652447
15922002,446981,4397938.5,39.7296844,-123.61869
15927531,444228,4397936.5,39.7294907,-123.650813
15929795,446492,4397936.5,39.7296358,-123.624395
15948216,444208,4397931.5,39.7294444,-123.651046
15968691,443978,4397926.5,39.7293842,-123.653729
15971669,446956,4397926.5,39.7295747,-123.61898
15983976,446840,4397923.5,39.7295405,-123.620334
15985303,444026,4397922.5,39.7293514,-123.653169
16002066,444225,4397918.5,39.7293284,-123.650846
16026775,444088,4397912.5,39.7292653,-123.652444
16030941,444113,4397911.5,39.729258,-123.652153
16054209,446676,4397906.5,39.7293771,-123.622246
16066351,446395,4397903.5,39.7293324,-123.625524
16071677,443439,4397901.5,39.7291234,-123.660016
16169979,446498,4397878.5,39.7291136,-123.624321
16176103,444340,4397876.5,39.7289575,-123.649501
16176834,445071,4397876.5,39.7290049,-123.640971
16193980,445653,4397872.5,39.7290061,-123.63418
16201637,445028,4397870.5,39.7289481,-123.641473
16219999,446826,4397866.5,39.729026,-123.620492
16236850,447113,4397862.5,39.7290079,-123.617143
16267087,444222,4397854.5,39.7287516,-123.650876
16277766,446619,4397852.5,39.728887,-123.622907
16404751,445233,4397821.5,39.7285198,-123.639076
16408723,445064,4397820.5,39.7284999,-123.641048
16471594,445820,4397805.5,39.7284131,-123.632226
16483381,445184,4397802.5,39.7283454,-123.639647
16513515,446331,4397795.5,39.7283553,-123.626262
16527650,443902,4397791.5,39.7281629,-123.654604
16600805,446660,4397774.5,39.7281868,-123.622422
16719872,445638,4397745.5,39.727861,-123.634344
16720618,446384,4397745.5,39.7279082,-123.62564
16733672,447015,4397742.5,39.7279206,-123.618277
16738721,443782,4397740.5,39.7276956,-123.656
16753756,446394,4397737.5,39.7278367,-123.625523
16763498,443713,4397734.5,39.7276369,-123.656805
16805169,443974,4397724.5,39.727564,-123.653759
16852163,445417,4397713.5,39.7275585,-123.636921
16877127,445535,4397707.5,39.727512,-123.635543
16886705,446831,4397705.5,39.7275758,-123.620421
16956913,446642,4397688.5,39.7274108,-123.622625
16972362,445527,4397684.5,39.7273043,-123.635635
16977888,446912,4397683.5,39.7273826,-123.619474
16982136,447019,4397682.5,39.7273803,-123.618226
17011776,443531,4397674.5,39.7270843,-123.658923
17033142,444192,4397669.5,39.7270828,-123.65121
17050916,445402,4397665.5,39.7271251,-123.637092
17065940,443862,4397661.5,39.7269891,-123.65506
17071388,445169,4397660.5,39.7270651,-123.63981
17096819,445754,4397654.5,39.7270485,-123.632983
17143872,443115,4397642.5,39.7267684,-123.663774
17175157,445413,4397635.5,39.7268555,-123.636961
17255158,446735,4397616.5,39.7267679,-123.621534
17287290,445739,4397608.5,39.7266331,-123.633155
17332498,445396,4397597.5,39.7265121,-123.637156
17335441,444198,4397596.5,39.7264255,-123.651134
17376377,443724,4397586.5,39.7263042,-123.656664
17397266,443908,4397581.5,39.7262713,-123.654516
17437632,447005,4397572.5,39.7263883,-123.61838
17447152,444102,4397569.5,39.7261759,-123.652252
17472016,444120,4397563.5,39.7261231,-123.652041
17540986,446834,4397547.5,39.7261524,-123.620373
17578685,443123,4397537.5,39.7258229,-123.663672
17581030,445468,4397537.5,39.7259761,-123.636311
17603744,443336,4397531.5,39.725783,-123.661186
17763149,445383,4397493.5,39.7255742,-123.637299
17833233,445070,4397476.5,39.725401,-123.64095
17857883,444874,4397470.5,39.7253342,-123.643236
17862008,444858,4397469.5,39.7253242,-123.643423
17867502,446211,4397468.5,39.7254016,-123.627636
17891686,445549,4397462.5,39.7253055,-123.63536
17914449,443466,4397456.5,39.7251159,-123.659663
17944021,444051,4397449.5,39.7250914,-123.652837
17947512,443401,4397448.5,39.7250395,-123.660421
17950910,446799,4397448.5,39.7252583,-123.620774
17955789,443396,4397446.5,39.7250212,-123.660479
17978224,445126,4397441.5,39.7250892,-123.640293
17987542,446162,4397439.5,39.7251372,-123.628205
18003419,445475,4397435.5,39.7250575,-123.636221
18064947,444888,4397420.5,39.7248847,-123.643068
18115560,445809,4397408.5,39.7248356,-123.632321
18216430,443154,4397383.5,39.7244375,-123.663297
18368131,445779,4397347.5,39.7242841,-123.632666
18381868,447093,4397344.5,39.7243396,-123.617335
18383864,444948,4397343.5,39.7241948,-123.642362
18388652,445595,4397342.5,39.7242273,-123.634813
18454498,445185,4397326.5,39.7240569,-123.639595
18456457,443003,4397325.5,39.7239048,-123.665054
18459907,446453,4397325.5,39.7241285,-123.624801
18460759,443164,4397324.5,39.7239066,-123.663175
18473203,443185,4397321.5,39.723881,-123.66293
18578798,445255,4397296.5,39.7237911,-123.638776
18618015,443062,4397286.5,39.7235574,-123.664362
18661600,445237,4397276.5,39.7236098,-123.638984
18687362,446153,4397270.5,39.723614,-123.628296
18706721,444807,4397265.5,39.7234829,-123.644001
18788025,443291,4397245.5,39.7232033,-123.661687
18848409,445701,4397231.5,39.723234,-123.633567
18850330,443481,4397230.5,39.7230807,-123.659469
18860928,445797,4397228.5,39.7232131,-123.632447
18872663,445109,4397225.5,39.723142,-123.640474
18899980,443439,4397218.5,39.7229698,-123.659958
18911192,446369,4397216.5,39.7231411,-123.625772
18914785,445821,4397215.5,39.7230975,-123.632166
18969628,446831,4397202.5,39.7230439,-123.62038
18997478,445694,4397195.5,39.7229092,-123.633646
19014725,446377,4397191.5,39.7229164,-123.625677
19035872,446819,4397186.5,39.722899,-123.620519
19054573,444815,4397181.5,39.7227266,-123.6439
19123865,443710,4397164.5,39.7225013,-123.656791
19205450,446616,4397145.5,39.7225169,-123.622884
19210421,443305,4397143.5,39.7222852,-123.661515
19253690,445164,4397133.5,39.7223167,-123.639824
19351113,443203,4397109.5,39.7219721,-123.662702
19359350,443158,4397107.5,39.7219511,-123.663226
19386225,445187,4397101.5,39.7220299,-123.639553
19391348,446169,4397100.5,39.7220834,-123.628096
19399255,445794,4397098.5,39.7220416,-123.632471
19444248,445236,4397087.5,39.7219069,-123.63898
19458277,446842,4397084.5,39.7219815,-123.620243
19464955,445238,4397082.5,39.7218619,-123.638957
19494888,446184,4397075.5,39.7218591,-123.627919
19495933,443088,4397074.5,39.7216491,-123.66404
19552766,446088,4397061.5,39.7217269,-123.629038
19568250,445008,4397057.5,39.7216219,-123.641638
19572491,445108,4397056.5,39.7216193,-123.640471
19580658,444993,4397054.5,39.7215939,-123.641813
19609887,445235,4397047.5,39.7215464,-123.638989
19623055,445980,4397044.5,39.7215669,-123.630296
19641609,443829,4397039.5,39.7213829,-123.655392
19644382,446602,4397039.5,39.721561,-123.623039
19656703,446500,4397036.5,39.7215276,-123.624229
19660734,446390,4397035.5,39.7215117,-123.625512
19711926,443749,4397022.5,39.7212245,-123.656324
19712644,444467,4397022.5,39.7212715,-123.647947
19717687,445369,4397021.5,39.7213208,-123.637423
19721100,444641,4397020.5,39.7212648,-123.645917
19726252,445652,4397019.5,39.7213208,-123.634121
19727429,446829,4397019.5,39.721395,-123.620389
19740862,443698,4397015.5,39.721158,-123.656918
19750366,444920,4397013.5,39.7212198,-123.642661
19849781,444951,4396989.5,39.7210056,-123.642297
19866003,444609,4396985.5,39.7209474,-123.646287
19956049,443553,4396963.5,39.7206799,-123.658606
19974248,445188,4396959.5,39.7207505,-123.63953
19989196,443572,4396955.5,39.7206091,-123.658383
20010809,444480,4396950.5,39.7206237,-123.647789
20018367,443756,4396948.5,39.7205582,-123.656236
20020391,445780,4396948.5,39.7206893,-123.632622
20021900,443148,4396947.5,39.7205089,-123.663329
20156385,445121,4396915.5,39.7203498,-123.640308
20177033,445064,4396910.5,39.7203011,-123.640972
20195112,446579,4396906.5,39.7203613,-123.623297
20196124,443450,4396905.5,39.7201506,-123.659802
20253563,447056,4396892.5,39.7202649,-123.61773
20273344,446132,4396887.5,39.720162,-123.62851
20309015,444534,4396878.5,39.7199785,-123.647153
20377114,446377,4396862.5,39.7199522,-123.62565
20385056,446037,4396860.5,39.7199127,-123.629616
20408421,444556,4396854.5,39.7197637,-123.646894
20417321,445174,4396852.5,39.7197856,-123.639684
20428238,443668,4396849.5,39.7196604,-123.657254
20467107,445268,4396840.5,39.7196835,-123.638587
20504501,445393,4396831.5,39.7196105,-123.637127
20512794,445404,4396829.5,39.7195931,-123.636999
20551372,446713,4396820.5,39.7195948,-123.621726
20559393,446452,4396818.5,39.7195605,-123.624771
20563928,446846,4396817.5,39.7195761,-123.620174
20567965,446742,4396816.5,39.7195606,-123.621388
20575170,445665,4396814.5,39.7194747,-123.633953
20587593,445665,4396811.5,39.7194476,-123.633952
20599728,445377,4396808.5,39.7194022,-123.637312
20603102,444610,4396807.5,39.7193437,-123.64626
20605728,443095,4396806.5,39.719235,-123.663936
20605819,443186,4396806.5,39.7192411,-123.662874
20654547,446363,4396795.5,39.7193477,-123.625808
20686608,445296,4396787.5,39.7192078,-123.638255
20694811,445217,4396785.5,39.7191847,-123.639177
20712068,445910,4396781.5,39.7191929,-123.631092
20712584,446426,4396781.5,39.7192255,-123.625071
20723291,444710,4396778.5,39.7190889,-123.645091
20724504,445923,4396778.5,39.7191667,-123.63094
20728157,445435,4396777.5,39.7191266,-123.636633
20807381,445980,4396758.5,39.7189901,-123.630273
20870738,443081,4396742.5,39.7186574,-123.664093
20871250,443593,4396742.5,39.7186915,-123.65812
20889666,445445,4396738.5,39.7187759,-123.636513
20908525,443599,4396733.5,39.7186108,-123.658049
20936637,446865,4396727.5,39.7187664,-123.619945
20950031,443695,4396723.5,39.718527,-123.656928
20964024,445265,4396720.5,39.7186022,-123.638612
21005843,445674,4396710.5,39.7185382,-123.633839
21030873,445858,4396704.5,39.7184959,-123.631692
21048092,446513,4396700.5,39.7185012,-123.62405
21081984,443136,4396691.5,39.7182016,-123.663447
21112158,444323,4396684.5,39.7182169,-123.649598
21122621,446504,4396682.5,39.7183384,-123.624153
21124838,444580,4396681.5,39.7182066,-123.6466
21128692,444293,4396680.5,39.7181789,-123.649948
21138765,446084,4396678.5,39.7182759,-123.629053
21149837,444733,4396675.5,39.7181624,-123.644814
21152750,443505,4396674.5,39.718073,-123.659141
21195389,444734,4396664.5,39.7180634,-123.644802
21268707,443514,4396646.5,39.7178213,-123.659033
21283926,446310,4396643.5,39.7179749,-123.626414
21311471,444868,4396636.5,39.7178198,-123.643236
21316484,445740,4396635.5,39.7178667,-123.633063
21345655,445924,4396628.5,39.7178153,-123.630916
21354077,446064,4396626.5,39.7178062,-123.629282
21371813,443095,4396621.5,39.7175682,-123.66392
21377916,445057,4396620.5,39.7176878,-123.64103
21384059,447059,4396619.5,39.7178054,-123.617673
21387869,446728,4396618.5,39.7177758,-123.621535
21417470,443201,4396610.5,39.7174762,-123.662682
21433598,446906,4396607.5,39.7176878,-123.619457
21435732,444899,4396606.5,39.7175515,-123.642872
21439437,444463,4396605.5,39.7175142,-123.647958
21439727,444753,4396605.5,39.7175331,-123.644575
21457996,446458,4396601.5,39.7176057,-123.624684
21490979,446313,4396593.5,39.7175246,-123.626375
21513106,443594,4396587.5,39.717295,-123.658095
21591579,443388,4396568.5,39.7171102,-123.660497
21613186,444290,4396563.5,39.7171245,-123.649973
